review_id,business_id,star_costomer,useful,funny,cool,text,city,label,latitude,longitude,star_business,review_count,attributes,categories,year
9i2jtcOS1k6FB_Ou4fWdjA,lQTbuSIPlPsFWrCDtrmdwg,1,2,0,0,We were looking around to replacing our skylights and wanted a specific brand and this company came up as one that installed them. I normally get at least 3 bids on a job around my house. I knew something was up when they wanted both my wife and I to be present during the visit. I told them on the phone that I would not be making a decision right away as I need more bids. When the salesman arrived he had no real knowledge of the product and did a quick bid on this IPAD and told me it would be around 3K if we sign right away or 7K if we didn't. I wanted more information about how they would install the product but he said he was a salesman not the installer. Once we signed the installer would come by and look at the house. He left without giving me a bid. A week later when I still had not received his bid I finally called him and he indicated there was some computer errors and would send out the bid the next day. The final bid is for over 16K over 5 times the original bid. Shady is a polite word for this type of bidding. His response to any questions I had on the pricing was that the company has been in busy for a long time and that should be good enough.....it's not for me. Don't sign up with them if they can't give you a bid and hold to it.,Tucson,negative,32.33006567,-111.048002,1.5,25,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",Glass & Mirrors,2021
aCV9WTs9kUjNKpdyrbPkUQ,rx_bWwL9U3JsW8jSX4UGTg,2,0,0,0,"No, sorry.  I won't be back.  I called and scheduled a massage,  I told them I wanted a woman.  10 minutes into the massage, the masseuse leaned in and said that a Man was going to take over.  I said ""no"" I'm sorry that's not ok.  So 10 minutes after that, I was looking at different shoes.  They changed to another woman, she was rough, she had a bad odor, she was pushing and pulling on me.  She had me turn over, then she ""threw"" a towel onto my face.  It was not at all pleasant.  I don't know what that place was about, but that's not what I'm looking for in a massage.",Oro Valley,negative,32.4270275,-110.9607692,3.5,20,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'AcceptsInsurance': 'False', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'""}",Health & Medical,2021
18DirBaJjxqNKJXk-JbcPA,KE52QVtE2WzAFnXp8oQIpA,1,0,0,0,"My move started off just fine with these guys. They loaded the truck with my items and then were to follow us to my new apartment. They stopped at Circle K on the way for snacks and drinks and to get a little gas. I waited at my new apartment which was 5.5 miles from the old one, and they took a 1/2 hr. before finally showing up. It took them longer to unload my items then it did load them. A buddy of theirs lives in the same apartment complex I moved into and brought his two puppies down and they played with the puppies instead of unloading my items. I was quoted $300 to $350 for the move. When it came down to it they told me I owe them $617! I was like what the...  as it was the weekend I had no choice but to wait until Monday to contact the company and ask them what the heck was going on. The gentleman on the other end of the line was very nice and pretty much told me all the things that I wanted to hear! Liar!! He said that they would be refunding me $109 from the $617 that I was charged. I thought well something is better than nothing, not as much as I wanted but what can I do. I had to call twice after this initial phone call before I received any kind of refund. Checking my bank account for that refund amount of $109 , all I was refunded was $100. Now I've been lied to and ripped off this whole time and I am pissed! Never again will I use this company and I will tell anyone I know this company will rip you off so swiftly you'll never even feel it until you look at your bank account when they're all done with you! Never again!",Tucson,negative,32.182658,-110.9238293,1.5,105,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",Home Services,2020
MosbMz9Og4UpAgKBoRR0_g,LIcsCCOYqBO9k2tiO4Mrow,5,0,0,0,"I spent more than I usually would here and I don't regret it. I ordered the shrimp tempura (5), vegan ramen with a fireball, and the potato croquet curry. Everything was flavorful and delicious! The two on staff that day were very efficient and polite! Will definitely go back.",Tucson,positive,32.23897098,-111.0052492,3.5,143,"{'HappyHour': 'False', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'DogsAllowed': 'False', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}"", 'HasTV': 'True', 'RestaurantsTableService': 'False', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{u'divey': False, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': False, u'upscale': False}"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False'}",Noodles,2021
AdOg9hagWk2mNg44uLHbkw,SmGR8PSGaQ-l-6MX2ydQJA,5,0,0,0,"Mark came out and repaired, re-wired and replaced our landscape lighting. Great job! Got everything working perfectly and so kind and respectful.  I would recommend them highly! In addition they fixed our drip irrigation.  Can't wait to see the lights tonightDrip Doctor was a shining light after having issues with our new house, we are grateful.",Tucson,positive,32.25059,-110.8548703,4.5,28,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True'}",Irrigation,2021
wrtfNXiuJj7FgrNvzfCDQg,8YM2oTP6LZYQlwB6Hk9lLA,4,1,0,1,"If you're a fan of craft pizza, with the thinner crust you'll like their pizza. I love crust like that, so it's no surprise I love this place. The pizza is not too thin, not too thick, just the right amount of toppings. I would say a good serving amount as well. My husband and I ordered a pepperoni pizza and the chicken gnocchi and mentioned we'd be sharing both. They were able to split the gnocchi portion for us in the kitchen so we each got our own plate, which was great! Patio seating is nice and cool even during a hot day due to the big, strong fans they have, complete with misters.",Tucson,positive,32.2862347,-110.9424976,4,154,"{'RestaurantsTableService': 'True', 'DogsAllowed': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'Smoking': ""u'outdoor'"", 'WheelchairAccessible': 'True', 'Alcohol': ""u'full_bar'"", 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BYOB': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'RestaurantsDelivery': 'True', 'CoatCheck': 'False', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'ByAppointmentOnly': 'False', 'Ambience': ""{u'divey': False, u'hipster': True, u'casual': True, u'touristy': False, u'trendy': True, u'intimate': True, u'romantic': None, u'classy': None, u'upscale': None}"", 'HappyHour': 'True', 'Corkage': 'False', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': True, u'saturday': True, u'sunday': False}"", 'Music': ""{u'dj': None, u'live': True, u'jukebox': None, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}""}",Restaurants,2020
Z5WMvn76EpiTxqGiDdP0DQ,eZfhvDdol03GkF6PaFWO-A,5,1,0,1,"Two words: support local. Your experience is always so much more personal and this place definitely aligns with that. They will not only take the time to explain their menu but they'll also introduce their sources and their choice to do direct buying with the farmers in order to increase the farmer's profits. If this isn't reason enough to choose to get your coffee fix here, they will also provide samples to make sure you get something that fits your taste. When I was leaving happy with the experience, the barista wanted me to try my drink before I left to ensure I liked it. That's an experience almost unheard of in a corporate coffee settings. A true Tucson favorite!!",Tucson,positive,32.25064,-110.9867121,4.5,34,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'False'}",Cafes,2020
b96oEaS4GtNPGcVwfj6F2A,ZHcfV3d7ZW8bmwgKCsz-RA,5,2,0,1,Hidden gem. Great lunch special. Fresh ingredients with amazing flavor! Radicchio salad is amazing.,Tucson,positive,32.2371687,-110.8589241,4.5,251,"{'Alcohol': ""u'beer_and_wine'"", 'HappyHour': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'Corkage': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'BusinessParking': 'None', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'BYOB': 'False', 'HasTV': 'False', 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'OutdoorSeating': 'True', 'Ambience': ""{u'divey': False, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': True, u'upscale': False}"", 'RestaurantsReservations': 'False', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'False'}",Salad,2020
xbAKwuLHZdyD0fKirKu5Tg,DVBJRvnCpkqaYl6nHroaMg,5,0,0,0,"These were the best Huevos Rancheros ive had in years.  My wife is vegan, I'm not, but we both loved the food.",Tucson,positive,32.22770549,-110.9347225,5,705,"{'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'ByAppointmentOnly': 'False', 'Alcohol': ""u'none'"", 'DogsAllowed': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'False', 'GoodForMeal': ""{u'breakfast': True, u'brunch': True, u'lunch': True, u'dinner': None, u'latenight': False, u'dessert': False}"", 'WheelchairAccessible': 'False', 'GoodForKids': 'True', 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': True, u'intimate': None, u'romantic': False, u'classy': False, u'upscale': False}"", 'OutdoorSeating': 'True', 'HappyHour': 'False'}",Mexican,2020
yu3WtoJhwNJK5T7cfzJ8DA,9VbMBV6VSyPRHd7IzSFqJA,3,0,0,0,Nice location and big space for shopping. We were in there on a Wednesday afternoon for a few quick staples which they had at ok prices. Nothing exotic. Quick and easy,Tucson,positive,32.2077238,-110.90211,4,9,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False'}",Food,2021
YZTCCBRvlJ9J2qo_ouKOrg,qvlcna5bw8Y2C3s1LaFoXw,5,0,0,0,"I'm from NJ and always loved Jersey Mike's. I usually get the turkey but have had the Italian and the cheesesteak. I love them all. Everything is very fresh. Try them, I'm sure you'll like it. Enjoy!",Tucson,positive,32.235734,-110.920291,4,92,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'NoiseLevel': ""'average'"", 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'DriveThru': 'False', 'HasTV': 'True', 'RestaurantsTableService': 'False', 'Alcohol': ""'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'WiFi': ""'no'"", 'Caters': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'WheelchairAccessible': 'True'}",Restaurants,2021
P0udpLyESmLuaReQDw2SRw,jEAqMCGw3ocephZJFsl-qw,3,0,0,0,"First time. To go. Chicken Flying buffalo style. LTO, swiss, Buffalo, ranch, pickles. Turns out it didn't have the ranch or the pickles. Half the point? For $18 (w a large fry) you would hope It would? Chicken was great and it was huge. Fries were just ok...end of basket maybe.",Tucson,negative,32.234791,-110.8583345,4.5,294,"{'RestaurantsReservations': 'False', 'BusinessAcceptsBitcoin': 'True', 'DriveThru': 'False', 'WiFi': ""u'free'"", 'DogsAllowed': 'True', 'Music': ""{u'dj': None, u'live': False, u'jukebox': False, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}"", 'Alcohol': ""u'beer_and_wine'"", 'GoodForDancing': 'False', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'False', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'False', 'CoatCheck': 'False', 'OutdoorSeating': 'None', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': False}"", 'Caters': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'Smoking': ""u'no'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': True, u'friday': False, u'saturday': False, u'sunday': False}"", 'HappyHour': 'True'}",Beer Bar,2020
X-k-r6PXufMiFGuUsheqzg,KZA_HEOsBXf8dtrk9rqNJA,5,3,0,0,"Still a 5 star breakfast. I had the biscuits and gravy and my wife had the French toast. You can very much tell the biscuits are homemade and the gravy was so good. My wife said the French toast was fantastic. 

It's a smaller place and it's so worth visiting.",Tucson,positive,32.25014061,-110.8549829,4.5,649,"{'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'True', 'NoiseLevel': ""'average'"", 'RestaurantsReservations': 'False', 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HappyHour': 'True', 'BYOB': 'False', 'HasTV': 'False', 'RestaurantsDelivery': 'True'}",American (New),2021
XI-LNm4R0hV3IpvkQPCAaw,LVmRUisqkkPFTER6rvsV5A,5,0,0,0,"I initially went to Dr. Hess after a referral from my primary care. After losing a very significant amount of weight I needed a number of procedures. I had consultations with numerous surgeons and finally settled on Dr. Hess because he took the time to answer all my questions, treated me like a peer and because unlike the other surgeons he did not try to up sell me into additional procedures I wasn't ready to discuss. After my first surgery I was in total amazement. He gave me a body I had never had in my entire life. I underwent my second surgery 6 months after the first and again was blown away with the results. I am currently scheduled for my third and final surgery and I am 100% confident the results will be as life changing as the first two. Dr. Hess helped to give me my life back and I can't recommend him highly enough.",Tucson,positive,32.3418163,-111.0108791,4,7,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}",Cosmetic Surgeons,2021
muy4TkWT3SdqFcmkVfnHlw,AJH_WJcOUEbCLxIdaWlmRQ,5,1,1,1,"My family and I are from out of town and we came across this restaurant on yelp and decided to give it a try. We were pleased with the food and and the friendly service. Lisa was our server and she was great. She gave us the 411 on things to do while we were visiting from San Antonio Texas. They're menu was limited do to COVID-19. They are best known for their award winning tamales which she allowed us to sample. I also was informed by a local who came in, that the fish soup is awesome. The place is small, clean a charming, located in a business square. The prices are moderate, about 8 bucks per plate. Overall we had a great experience.",Tucson,positive,32.1541241,-110.9781098,4,67,"{'HasTV': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BikeParking': 'False', 'RestaurantsPriceRange2': '1', 'WiFi': ""'no'"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""'average'"", 'BusinessAcceptsBitcoin': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}"", 'HappyHour': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'None'}",Restaurants,2020
ZVK_qZzv9OS2S3C8014xkQ,kldw3rf8_T6J2LxsetQ5UA,1,1,1,0,We called an order in for a scheduled time and then waited 45 minutes for "curbside" service. If the staff is limited perhaps they should have waited to open their doors for dine-in service.  Obviously staff was not trained so that falls on the managers head. Extremely disappoi,Tucson,negative,32.23574979,-110.9266028,2.5,220,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': True, 'saturday': False}"", 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForDancing': 'False', 'DogsAllowed': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True'}",Sports Bars,2020
mgKn_xwYWYiB1YKYC1iZGA,zKu9lcDwlkCEmVDWJnJ8WQ,1,0,0,0,"I ordered some type of frozen coffee.it was way too much for me. I like my coffee drinks with a hint of coffee flavor but this place was just too much sugar, sweet. It was like a diabetic coma in a cup. I've been to dutch Bros in Oregon and it was made the same way so I'm not sure how anyone can drink this stuff.",Tucson,negative,32.21997368,-110.8583764,4,83,"{'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'False', 'GoodForKids': 'True', 'DogsAllowed': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': None, u'lot': True, u'validated': False}"", 'OutdoorSeating': 'True'}",Juice Bars & Smoothies,2020
YpTLreGvgMfGj0vfImGQ2Q,oQCqWfw_6CSaH3M_k_oZ0w,5,0,0,0,"Really great experience and amazing work for the price! I got my standard white gel pedicure (about $50). My nail tech communicated with me throughout the entire process so I was never confused with what was going on. The nail salon also has a really nice ambiance to it. The salon was modern and clean. Def recommend making an appointment though (I was able to make a same day appointment). This nail salon is usually booked and busy. Overall, I would definitely come back. If you're like me, new to Tucson and looking for a affordable and clean nail salon that does good work, you should give this place a chance!",Tucson,positive,32.261915,-110.944563,4,178,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '3'}",Beauty & Spas,2021
YYGn4v90jL5b3iy6CtYA2w,PtgpBXbgBiBwEbaGHqjY3A,1,0,0,0,"If I could give no stars I would. Never had problems before but tonight i went online and got on the waitlist, got a confirmation text. I knew they'd be busy due to the UFC fights and didn't mind the wait. I got a call from a girl confirming I was ok with an hour wait. After an hour I went in to ask my place in line. Got told by the gal that they had no one by my name on the list. I explained I did it online and was told nothing that is done online counts especially on busy nights with fights. I asked why that wasn't explained to me when I got the call to confirm the wait time or told that I needed to come in to put my name and the person on the line just adding me to the actual waitlist and the manager stepped in and asked for proof I got a call and text message. He proceeded to say that the number that called me was not this location but the number is confirmed online as theirs. This was not ok and he would not honor or offer anything for the misunderstanding. Unfortunately I did not get his name but safe to say he should not be in management if he cuts people off while they're talking and raises his voice.",Tucson,negative,32.2852739,-110.9788384,2.5,207,"{'RestaurantsReservations': 'False', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'NoiseLevel': ""'loud'"", 'WiFi': ""'free'"", 'HappyHour': 'True', 'RestaurantsPriceRange2': '2', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}"", 'CoatCheck': 'False', 'GoodForMeal': ""{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': True, u'latenight': None, u'dessert': None}"", 'RestaurantsTableService': 'False', 'ByAppointmentOnly': 'False', 'DogsAllowed': 'False', 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}"", 'WheelchairAccessible': 'True', 'GoodForDancing': 'False', 'RestaurantsDelivery': 'None'}",Nightlife,2021
BQ5qWhVG4CuRYuV3rbCfWA,Db68YzljLjv3azuwk3V1eg,5,0,0,0,GARLIC LOVERS ALERT! You MUST taste the special chef-made fresh garlic sauce at Just Kabab at LaCanada/Lambert! Sooo delicious - having it with saffron chicken Kabab which is tender and moist and  their special lighter than air rice and veggie salads. Going back again soon for more garlic sauce! Maybe we'll try it with beef kababs next! Do not miss this garlicky treat!,Oro Valley,positive,32.3959494,-110.9939738,4.5,210,"{'GoodForMeal': ""{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'HasTV': 'True', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'HappyHour': 'False', 'DogsAllowed': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'False', 'WheelchairAccessible': 'True', 'Ambience': ""{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': False}"", 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': True, u'lot': None, u'validated': None}"", 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'BYOB': 'True', 'RestaurantsDelivery': 'True'}",Persian/Iranian,2020
oKL6vTexGllnaNCKdTE7UA,FMLrzIBYlEB70KjwTMQMEw,2,0,0,0,"I went there with my family and the staff were all really friendly and efficient, but everything that we ordered was incredibly bland! Nothing had flavor, even my aunts coleslaw was literally just a bowl of cabbage. I ordered the scallop basket which was microwaved Normandy vegetables and scallops plopped on top of noodles with a side of butter. We did enjoy the atmosphere and our beers, but probably won't be coming back because the prices are too high for what you get.",Tucson,negative,32.24980006,-110.9940211,3.5,374,"{'NoiseLevel': ""'loud'"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'BYOB': 'False', 'RestaurantsPriceRange2': '2', 'HappyHour': 'True', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'DogsAllowed': 'False', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'Caters': 'False', 'OutdoorSeating': 'False', 'WiFi': ""u'free'""}",Cajun/Creole,2021
Y4uNSU-P8jZwbU73eCRsKg,f82dhKNiUXsDVPMLqKYiIQ,5,0,0,0,One of my favorite Indian restaurants. Food is always hot and absolutely delicious!!! They're always friendly and the restaurant is always very clean!,Tucson,positive,32.25095989,-110.9591583,4,446,"{'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'BYOBCorkage': ""'no'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'False', 'RestaurantsTableService': 'True', 'BusinessAcceptsBitcoin': 'False', 'BYOB': 'False', 'Smoking': ""u'no'"", 'ByAppointmentOnly': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'GoodForMeal': ""{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': None}"", 'HappyHour': 'True', 'RestaurantsReservations': 'True', 'Corkage': 'True', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'False', 'DogsAllowed': 'True'}",Restaurants,2020
